id,client_id,service_id,reg_label,assigned_to,assigned_to_name,active,frequency,processor,due_month,expected_annual,filing_state,return_type,detail,notes
85f96a74-4314-4289-85db-96fd9524a7f5,8332622f-7f1f-4ad0-b644-549ee3e7961d,8356fec1-1b5b-45df-ab57-276899df5e6e,,653d18c7-ff9c-42a4-b2ab-b254294d25af,Lizette,true,quarterly,,,,,,,
17aca63a-bf58-4b62-bbef-c2ca11846274,cc43e002-0520-4513-9d33-6f7ce6ac1a5a,aaacc3a2-e67a-4acc-a6f0-6d62260466df,,e96697dc-439a-4ee7-b793-c539c25bfe47,Amruta,true,yearly,,,,,,,tax return
d818f194-81b4-4499-a292-eb6c3d5b3d81,cc43e002-0520-4513-9d33-6f7ce6ac1a5a,8356fec1-1b5b-45df-ab57-276899df5e6e,,e96697dc-439a-4ee7-b793-c539c25bfe47,Amruta,true,monthly,,,,,,,
6c7675e3-9bed-4bac-80b9-0f2a0da59e85,5070cb3f-f6e1-46b6-9a77-7079d9a3a2d6,aaacc3a2-e67a-4acc-a6f0-6d62260466df,,35bf7883-f6ba-440d-9d6a-245cd0c9113a,Tushar,true,yearly,,,,,,,tax return
b9784c91-20b9-46c6-b961-9cd80d0b6888,b3c697c0-d48a-447d-af3e-1b332cd8e751,aaacc3a2-e67a-4acc-a6f0-6d62260466df,,35bf7883-f6ba-440d-9d6a-245cd0c9113a,Tushar,true,yearly,,,,,,,tax return
27db42f3-ea41-4ff4-93a5-1fff15bc279c,30f8f694-3d52-4179-a3d1-64199878453d,aaacc3a2-e67a-4acc-a6f0-6d62260466df,,60e3c2e6-a2e5-4340-8d2c-b58ce02ab04d,Sam,true,yearly,,,,,,,tax return
c631b119-415d-43da-a5cd-98a154dc1691,30f8f694-3d52-4179-a3d1-64199878453d,8356fec1-1b5b-45df-ab57-276899df5e6e,,60e3c2e6-a2e5-4340-8d2c-b58ce02ab04d,Sam,true,monthly,,,,,,,
ed33f12a-84b6-4fbc-a500-7df00077d6b2,e60fefc5-9872-4844-9ec5-57cffe1757c9,aaacc3a2-e67a-4acc-a6f0-6d62260466df,,4ab9b6f4-1b9e-4823-bbb0-898a421fadc3,Sanket,true,yearly,,,,,,,tax return
679d0bc2-5821-45af-becf-6eb868dad56f,e60fefc5-9872-4844-9ec5-57cffe1757c9,8356fec1-1b5b-45df-ab57-276899df5e6e,,4ab9b6f4-1b9e-4823-bbb0-898a421fadc3,Sanket,true,monthly,,,,,,,
8b07b0e5-b1ee-486d-9d4b-8bd4e4533abe,005b970d-f63f-40bc-90be-85a87e4b78b4,aaacc3a2-e67a-4acc-a6f0-6d62260466df,,35bf7883-f6ba-440d-9d6a-245cd0c9113a,Tushar,true,yearly,,,,,,,tax return
